"vp_versioning_id","date_trunc","odim_code","year_season","year","season","day_night","slope_max","slope_max_time","mtr","prop","mtr_cum","prop_cum","top","mtrs","props","mtrs_cum","props_cum","tops","n_vp"
28,2017-09-23,"nlhrw","2017_autumn",2017,"autumn","daylight",212.666947450665,2017-09-23 06:55:04,22367.9530040165,0.0195965418494154,463834.536958483,0.40636498624076,15,197.946486761208,0.0236854992104907,2386.63638041674,0.285575536242188,9,113
28,2017-09-27,"nlhrw","2017_autumn",2017,"autumn","daylight",108.03345236477,2017-09-27 06:40:04,21142.4944605436,0.0185229188125833,484977.031419026,0.424887905053344,16,147.849611612193,0.0176911038756472,3570.25847453818,0.427203107585003,16,143
28,2017-09-25,"nlhrw","2017_autumn",2017,"autumn","daylight",50.5568202173931,2017-09-25 06:55:04,20979.9873650921,0.0183805465044749,505957.018784118,0.443268451557819,17,144.689568035118,0.0173129854716554,3714.94804257329,0.444516093056658,17,145
28,2017-08-23,"nlhrw","2017_autumn",2017,"autumn","daylight",50.4528297230278,2017-08-23 04:45:04,20772.6392782422,0.0181988890474595,526729.658062361,0.461467340605278,18,122.191995754366,0.0146210143272697,3978.25088890008,0.476021877578696,19,170
28,2017-10-15,"nlhrw","2017_autumn",2017,"autumn","daylight",65.6277729117182,2017-10-15 06:40:04,19960.5784125258,0.0174874433136265,546690.236474887,0.478954783918905,19,154.733165988572,0.0185147629585376,3272.26925382215,0.391546887727367,14,129
28,2017-08-21,"nlhrw","2017_autumn",2017,"autumn","daylight",98.6983184329379,2017-08-21 05:50:04,17599.7618913738,0.0154191342579324,564289.99836626,0.494373918176837,20,102.324197042871,0.0122437115602699,4516.40884175852,0.540415744709688,24,172
28,2017-08-29,"nlhrw","2017_autumn",2017,"autumn","daylight",48.5079968473225,2017-08-29 05:35:04,17250.9732200563,0.0151135608425713,581540.971586317,0.509487479019408,21,104.551352848826,0.0125102042773002,4309.55640150745,0.515664594080957,22,165
28,2017-08-24,"nlhrw","2017_autumn",2017,"autumn","daylight",7.41592958751999,2017-08-24 06:25:04,16933.5753997288,0.0148354889212004,598474.546986045,0.524322967940609,22,104.528243208203,0.0125074390684617,4414.08464471565,0.528172033149418,23,162
28,2017-10-14,"nlhrw","2017_autumn",2017,"autumn","daylight",52.0494588422439,2017-10-14 07:05:04,14075.4196813084,0.0123314614789881,612549.966667354,0.536654429419597,23,109.111780475259,0.013055887136909,4205.00504865862,0.503154389803657,21,129
28,2017-08-16,"nlhrw","2017_autumn",2017,"autumn","daylight",24.0500701135185,2017-08-16 05:45:04,13325.2701208203,0.0116742561793889,625875.236788174,0.548328685598986,24,75.7117620501153,0.00905937210406856,5407.1569696228,0.646999167454274,34,176
28,2017-11-07,"nlhrw","2017_autumn",2017,"autumn","daylight",57.1302702275583,2017-11-07 07:15:04,13175.9464797277,0.0115434338828089,639051.183267902,0.559872119481795,25,117.642379283283,0.0140766250880514,4095.89326818336,0.490098502666748,20,112
28,2017-10-29,"nlhrw","2017_autumn",2017,"autumn","daylight",38.5541186043753,2017-10-29 08:20:04,11913.6898689633,0.0104375720950493,650964.873136865,0.570309691576844,26,100.963473465791,0.012080892721007,4617.37231522431,0.552496637430695,25,118
28,2017-09-26,"nlhrw","2017_autumn",2017,"autumn","daylight",39.9422795552769,2017-09-26 06:10:04,11778.7838734011,0.0103193810836815,662743.657010266,0.580629072660526,27,82.9491822070498,0.00992537337652285,5331.44520757268,0.637939795350206,33,142
28,2017-08-27,"nlhrw","2017_autumn",2017,"autumn","daylight",32.5049313105766,2017-08-27 05:35:04,11663.7813591963,0.0102186274929529,674407.438369463,0.590847700153479,28,69.8430021508762,0.00835713934290986,5622.66577081661,0.672786104237283,37,167
28,2017-08-28,"nlhrw","2017_autumn",2017,"autumn","daylight",14.7897446494721,2017-08-28 05:30:04,11662.7578062218,0.0102177307591885,686070.196175684,0.601065430912667,29,69.8368730911485,0.00835640596369351,5692.50264390776,0.681142510200976,38,167
28,2017-08-25,"nlhrw","2017_autumn",2017,"autumn","daylight",8.999930776903,2017-08-25 05:30:04,11383.9617651703,0.00997347781905867,697454.157940855,0.611038908731726,30,67.7616771736328,0.00810809617012175,5966.12605094084,0.713883212485185,42,168
28,2017-10-13,"nlhrw","2017_autumn",2017,"autumn","daylight",24.3555534700967,2017-10-13 07:10:04,11231.0572495219,0.00983951832176666,708685.215190377,0.620878427053492,31,85.7332614467318,0.0102585053644271,5078.96668041276,0.607729206349319,30,131
28,2017-11-04,"nlhrw","2017_autumn",2017,"autumn","daylight",880.701243931493,2017-11-04 06:40:04,11146.3390063432,0.00976529675139935,719831.55419672,0.630643723804892,32,97.7749035644138,0.0116993609690807,4715.14721878873,0.564195998399776,26,114
28,2017-09-05,"nlhrw","2017_autumn",2017,"autumn","daylight",12.2065311361694,2017-09-05 05:45:04,11120.8405428185,0.00974295757233064,730952.394739538,0.640386681377222,33,69.5052533926155,0.0083167256529373,5762.00789730038,0.689459235853913,39,160
28,2017-09-02,"nlhrw","2017_autumn",2017,"autumn","daylight",14.2382604750234,2017-09-02 05:05:04,11041.032673142,0.00967303797540786,741993.42741268,0.65005971935263,34,84.9310205626306,0.0101625123708767,5163.89770097539,0.617891718720196,31,130
28,2017-10-26,"nlhrw","2017_autumn",2017,"autumn","daylight",58.2182535084833,2017-10-26 07:55:04,10904.4697431283,0.00955339532538034,752897.897155809,0.659613114678011,35,90.8705811927359,0.0108732168694351,4993.23341896602,0.597470700984892,29,120
28,2017-10-16,"nlhrw","2017_autumn",2017,"autumn","daylight",60.3076495886908,2017-10-16 06:35:04,10828.5855219514,0.00948691323308802,763726.48267776,0.669100027911099,36,84.5983243902455,0.010122703253487,5248.49602536563,0.628014421973683,32,128
28,2017-11-06,"nlhrw","2017_autumn",2017,"autumn","daylight",56.5680237313574,2017-11-06 08:30:04,10537.9363492018,0.00923227577581765,774264.419026962,0.678332303686916,37,94.0887174035875,0.0112582864098373,4809.23593619231,0.575454284809613,27,112
28,2017-09-28,"nlhrw","2017_autumn",2017,"autumn","daylight",0,2017-09-28 05:35:04,10532.7065031456,0.0092276939127796,784797.125530107,0.687559997599696,38,74.7000461216001,0.00893831414937501,5481.8570157444,0.655937481603649,35,141
28,2017-09-03,"nlhrw","2017_autumn",2017,"autumn","daylight",65.5956385058906,2017-09-03 05:30:04,10176.3603167036,0.00891549936577588,794973.485846811,0.696475496965472,39,62.8170389919978,0.00751644018438779,6220.56335441004,0.744328180966536,46,162
28,2017-11-13,"nlhrw","2017_autumn",2017,"autumn","daylight",51.6429601270256,2017-11-13 06:55:04,10057.7053707452,0.00881154588314392,805031.191217556,0.705287042848616,40,93.1269015809738,0.0111431993058432,4902.36283777329,0.586597484115457,28,108
28,2017-08-20,"nlhrw","2017_autumn",2017,"autumn","daylight",60.9496749991029,2017-08-20 05:30:04,9992.23684421379,0.00875418897078983,815023.42806177,0.714041231819406,41,58.0944002570569,0.00695134778058667,6579.54713001436,0.787282769718153,52,172
28,2017-09-12,"nlhrw","2017_autumn",2017,"autumn","daylight",9.28469869340745,2017-09-12 06:55:04,9768.9410889481,0.00855855977700195,824792.369150718,0.722599791596408,42,63.0254263803103,0.00754137500087335,6157.74631541804,0.736811740782148,45,155
28,2017-10-01,"nlhrw","2017_autumn",2017,"autumn","daylight",12.3145961801085,2017-10-01 05:40:04,9524.57580048125,0.0083444715856898,834316.944951199,0.730944263182097,43,68.0326842891518,0.00814052381723834,5898.3643737672,0.705775116315063,41,140
28,2017-09-13,"nlhrw","2017_autumn",2017,"autumn","daylight",27.0408129444842,2017-09-13 05:50:04,9395.20409448482,0.00823112916002242,843712.149045684,0.73917539234212,44,61.007818795356,0.00729995600100918,6342.60707166085,0.758931452870404,48,154
28,2017-09-09,"nlhrw","2017_autumn",2017,"autumn","daylight",0,2017-09-09 05:05:04,9038.4372931579,0.00791856611272749,852750.586338842,0.747093958454847,45,57.56966428763,0.00688855993528093,6637.11679430199,0.794171329653434,53,157
28,2017-10-17,"nlhrw","2017_autumn",2017,"autumn","daylight",56.7869770315602,2017-10-17 06:20:04,9012.65062100997,0.00789597443436454,861763.236959852,0.754989932889212,46,70.9657529213383,0.00849148329072359,5552.82276866573,0.664428964894373,36,127
